lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,sp_smdm,total_sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
89709,77798,10540,0.00860544,0.005,60059627,4100339,14065,1428584,1442649,129761,3390,3610026
41096,24657,10578,0.00008429,0.2,85416,52171098,1986,17431,19417,23277,526,11077
88998,25196,4008,0.00047003,0.15,1054009,15149256,809,12730,13539,37942,207,29246
99054,52000,7063,0.00860544,0.1,44325446,36727967,2410,773575,775985,364288,1500,1878474
13862,37279,6454,0.02533638,0.2,13093716,48124760,1906,110954,112860,106123,1213,426750
69350,66165,24872,0.01084252,0.005,49752332,8228563,16882,1990662,2007544,224541,7067,6599776
71370,29843,4520,0.00952101,0.1,20279199,13490858,1083,162903,163986,109000,269,491188
90282,18060,8953,0.00082185,0.23,1340051,37192600,1533,35571,37104,111553,596,80555
49777,36994,13170,0.00082487,0.07,1518990,34105783,8714,43302,52016,81733,2398,128247
124279,58082,2980,0.00182521,0.13,13175139,22507337,1586,140587,142173,101269,351,284444
39334,25794,6628,0.00860544,0.23,8731065,39326111,1831,104661,106492,107602,370,304971
7128,53948,5382,0.00370564,0.03,1425149,8712135,3039,11726,14765,5368,3162,44215
96616,42132,9562,0.00952101,0.15,38757311,60433585,2744,923861,926605,602109,1037,2243000
110918,77937,287,0.00370564,0.3,32034001,6729845,95,25870,25965,28751,87,62586
69289,39490,997,0.00860544,0.01,23546945,394054,79,39731,39810,7777,66,124728
88522,83673,11253,0.00031941,0.005,2365859,4708172,5008,65857,70865,12608,5391,187738
22891,26710,6186,0.00182521,0.2,1116029,33050967,1524,10047,11571,23093,7750,39382
114694,60913,2437,0.00952101,0.3,66518534,44551133,1660,460694,462354,442399,1149,1063824
52755,19228,29793,0.00370564,0.005,3759071,2864446,3815,179294,183109,35975,2383,611447
56308,63527,3129,0.00002088,0.25,74690,49705772,2069,3335,5404,4850,1021,5526
33450,68388,6257,0.00002483,0.1,56802,42795102,10156,5734,15890,3603,2117,21352
103856,3453,7023,0.00018467,0.25,66239,6064228,145,7371,7516,9709,140,11182
62116,12894,13857,0.00370564,0.13,2968196,23230029,1688,73969,75657,133828,666,227318
41358,4737,34011,0.02533638,0.2,4964527,32227261,1557,251656,253213,330888,597,880993
145137,20818,863,0.00182521,0.17,5514892,3055598,109,16718,16827,23352,105,36559
109665,6151,15353,0.00034241,0.23,230997,21723744,1016,24394,25410,61576,204,41917
11952,74935,8091,0.00952101,0.005,8527475,3031693,4637,94930,99567,10416,4416,366476
46695,49204,25095,0.00370564,0.01,8514146,12347903,9551,353303,362854,111936,5470,1154837
36936,6590,2715,0.02533638,0.25,6167237,4474496,131,24347,24478,32803,61,89582
36886,1104,36185,0.00047003,0.15,19148,5994766,227,12233,12460,8372,220,17583
68608,37745,6975,0.00108175,0.13,2801386,34226457,8483,32959,41442,76599,1155,112822
14650,69733,5863,0.00952101,0.07,9727138,28621998,9368,80707,90075,37847,8919,301506
35337,40896,3533,0.00034241,0.17,494847,24566824,1385,4402,5787,19852,595,12354
25995,9051,12183,0.00008429,0.3,19833,33083781,1205,12506,13711,4889,596,12926
114912,19521,9190,0.00013363,0.27,299762,48442173,2115,25965,28080,60091,380,30475
81165,17642,17014,0.02533638,0.0005,36281731,150088,7902,1074898,1082800,12663,8142,3339952
51516,2445,32346,0.00163948,0.2,206540,15820150,791,23502,24293,80163,172,51398
32152,41437,13492,0.00056263,0.01,749593,5590941,3655,23815,27470,9099,3663,68031
59398,50314,20177,0.00370564,0.001,11074702,1015194,6544,367280,373824,15863,6807,1205123
80562,96020,7597,0.00082487,0.05,6380934,36477889,11011,109329,120340,115349,3550,307109
26093,30795,5503,0.00008429,0.17,67732,28810313,1725,3253,4978,4411,514,5729
51851,42871,2236,0.00370564,0.27,8237471,25889428,1028,29105,30133,46592,255,99441
78317,2304,19474,0.01084252,0.3,1956645,13461883,424,64871,65295,197538,109,219064
102293,92149,15717,0.00031941,0.03,3010847,43449860,15523,139045,154568,117930,6836,171160
147047,16642,3183,0.00163948,0.17,4012309,9007196,174,45055,45229,72046,119,95389
35599,9585,38332,0.00108175,0.03,369118,11022608,3683,33146,36829,32727,1764,92911
13153,76904,23956,0.00860544,0.005,8704881,9211673,11673,285556,297229,36644,11431,1109204
99388,95942,2157,0.00370564,0.01,35335477,2069510,1023,204750,205773,26649,8260,473134
36173,25067,26327,0.00008429,0.05,76429,32997420,9208,30934,40142,14537,8526,35971
39842,1425,32746,0.01084252,0.3,615624,13999723,505,35894,36399,152135,111,115957
116813,8656,13214,0.00182521,0.15,1845678,17158782,1175,62586,63761,173197,235,171592
93625,60734,3466,0.00008429,0.1,479297,21052577,7179,11605,18784,13035,5034,16334
23399,92273,11825,0.00491597,0.05,10614466,54558606,16977,207179,224156,95641,3155,697282
130944,7357,2193,0.00491597,0.3,4735839,4841866,111,33689,33800,58310,51,73175
127540,34581,6895,0.00296184,0.1,13063152,23844034,8514,295133,303647,197623,1212,626736
7929,9555,22561,0.00296184,0.15,224421,32336795,1514,8424,9938,18920,7350,29925
78524,34189,1356,0.02533638,0.27,68020463,12526240,329,156229,156558,188039,282,187206
62222,59948,419,0.00952101,0.03,35514661,754069,68,23282,23350,5833,55,80045
42429,42459,21720,0.00163948,0.005,2953623,4611198,5602,100520,106122,25055,4768,359834
74122,41736,4434,0.00182521,0.07,5646540,12956914,5082,49504,54586,51100,1380,148751
81158,19385,23201,0.01084252,0.15,17058303,67463688,3162,713878,717040,667374,2312,2175378
44352,1690,29775,0.00047003,0.27,35251,13594279,322,13580,13902,19569,279,21025
118723,60359,1978,0.00034241,0.25,2453753,29854532,1263,21604,22867,33824,633,43430
5211,22027,8867,0.02533638,0.13,2908344,25393712,1943,30528,32471,26308,1002,135179
37321,9144,21010,0.00056263,0.03,192024,5764014,2110,14720,16830,10135,2070,18647
64549,12156,3544,0.00082185,0.27,644906,11632615,168,7491,7659,25247,242,15002
18029,15509,16930,0.00108175,0.15,302494,39388671,8816,9511,18327,31545,8871,31631
38096,79519,12287,0.00296184,0.0005,8972688,488551,5520,177918,183438,3692,5653,599939
149249,28237,4499,0.00001651,0.25,69581,31763777,1320,17961,19281,5847,451,16301
73745,8874,21035,0.00019487,0.13,127534,24268210,1777,25110,26887,28265,743,37489
146971,24597,2151,0.00108175,0.23,3910608,12169905,558,32406,32964,54953,1111,70740
37191,79610,13695,0.00002483,0.05,73518,54513619,15035,16678,31713,5590,14324,48627
84888,12868,14280,0.00078778,0.15,860545,27565358,1838,39036,40874,118422,406,84722
43956,73655,18027,0.00001651,0.03,53453,39834529,13004,20290,33294,3049,12249,29526
22681,37576,8495,0.01084252,0.001,9240765,319239,2759,109994,112753,3869,2847,413604
66504,78876,13818,0.00370564,0.05,19438339,54499296,18475,469914,488389,236937,4268,1484030
97210,14396,17648,0.00296184,0.03,4145168,7622660,3364,178064,181428,132980,1211,452727
99651,19936,9663,0.00370564,0.23,7361879,44311901,1646,186192,187838,271436,460,451656
36175,27555,49444,0.00860544,0.05,8578138,68124160,20468,665320,685788,314825,6609,2276380
55220,10260,1949,0.02533638,0.15,14354821,3000325,96,41622,41718,36485,54,146256
82834,27528,11551,0.00370564,0.07,8450081,22259394,7439,201286,208725,169476,1590,565542
70521,19135,12614,0.00370564,0.2,5000685,48278074,11667,113380,125047,222126,1269,349495
83451,63753,17257,0.00008429,0.01,448446,11002092,6958,40558,47516,6454,6936,85823
57572,49419,13423,0.00008429,0.1,239824,66339884,15448,44481,59929,38294,1223,58975
79855,32646,1287,0.01084252,0.03,28266198,1261417,113,65778,65891,18329,104,197454
140937,17416,2260,0.00108175,0.01,2655309,393700,86,19156,19242,4033,85,48539
114692,29598,3132,0.00078778,0.15,2674339,13907366,372,24516,24888,54248,195,60826
112408,39653,3825,0.00013363,0.03,595644,4550693,1761,10558,12319,5447,1743,12566
98800,40382,2182,0.00370564,0.23,14784635,20269144,355,79983,80338,78570,215,200090
145900,29249,749,0.00082487,0.1,3520111,2193534,78,9352,9430,14734,127,20496
123048,50105,6047,0.00001651,0.13,101791,39389913,8988,24526,33514,6751,8851,21663
51088,4313,38837,0.00002483,0.25,5471,41877684,1909,29194,31103,3839,885,23161
5814,74342,3779,0.00160539,0.15,693896,42147719,2044,6581,8625,5512,1447,17948
83689,6552,20717,0.00078778,0.25,432003,33938337,1425,37481,38906,142649,461,71849
45989,23295,46367,0.00041097,0.05,440296,54008623,14524,70096,84620,104981,5217,159666
84372,12935,8310,0.00296184,0.3,3232427,32249286,1166,58082,59248,149046,320,158336
78857,9775,6845,0.02533638,0.15,19530045,10037439,625,223636,224261,205157,146,716857
84464,33862,3693,0.00041097,0.27,1175461,33766314,1484,21096,22580,44875,400,29759
85608,1185,16673,0.00491597,0.3,498919,5929883,90,23803,23893,116489,56,56970
122798,80676,2614,0.00031941,0.25,3164380,52737410,1712,45809,47521,67362,429,63005
103489,82431,15848,0.00008429,0.03,719056,39191679,12895,59461,72356,36326,11528,126652
89328,58272,4475,0.00296184,0.005,15417465,1304133,3962,157031,160993,24984,946,405243
62017,15100,12497,0.00860544,0.005,8058934,943624,2342,163160,165502,32038,403,527968
137649,41214,3684,0.00952101,0.3,54014637,45552213,1558,635772,637330,566427,790,1377951
133800,71093,3860,0.00034241,0.15,3257110,41167728,9894,42697,52591,88024,814,100226
96243,11699,14317,0.00034241,0.27,385553,45227519,1851,31069,32920,106502,621,49152
30799,73968,1634,0.00082487,0.25,1879198,30231397,1130,5139,6269,9170,6981,17820
81916,11839,2888,0.00370564,0.17,3593777,5813800,117,21861,21978,38800,85,59331
122333,30907,8624,0.00296184,0.2,11198692,53310681,1981,332941,334922,308527,1361,671466
95026,34277,7110,0.00082282,0.07,2680162,17061553,4883,48372,53255,79110,1186,128900
38113,47946,17579,0.00163948,0.01,2996014,8428636,5736,86396,92132,34443,5661,286049
83857,28676,21086,0.00002483,0.05,59708,30233289,8452,32031,40483,4931,8401,36929
42629,10613,23673,0.00296184,0.005,1340071,1256277,1774,48493,50267,11341,1507,174917
96630,63544,2636,0.00491597,0.15,30185858,25131143,1557,222254,223811,135057,394,478976
34934,38196,2189,0.00860544,0.23,11483048,19234364,846,38554,39400,42885,436,128978
50174,13136,4728,0.00108175,0.27,713000,16771400,233,9687,9920,30232,141,20122
94870,79073,1688,0.00182521,0.17,13692307,22692559,1225,59074,60299,56206,1172,147721
31340,38485,10214,0.00860544,0.15,10379285,58966077,15689,157551,173240,148568,770,543398
45245,62446,3331,0.00078778,0.3,2225849,62409776,1756,11882,13638,32779,1074,55557
34501,95236,4138,0.00082487,0.05,2710407,19708694,5753,18931,24684,19469,5564,64070
102673,87802,1960,0.00015297,0.15,1379024,25825028,1707,15328,17035,22402,6407,21386
106716,6058,15324,0.00019487,0.17,125985,15782445,851,18437,19288,23662,844,33521
130034,10558,1369,0.00082282,0.17,1129696,2458915,60,5036,5096,16428,46,12018
48431,20929,13551,0.00491597,0.13,4983018,36870265,9586,122670,132256,126944,751,354559
75942,25749,14748,0.00296184,0.1,5791819,37977426,10246,163919,174165,203671,1896,467906
120984,19029,15410,0.00491597,0.17,11317650,49853150,2077,558283,560360,493935,1506,1216149
78445,40179,16104,0.00019487,0.1,614217,64705631,15220,50465,65685,85009,2401,93092
31480,1049,11999,0.01084252,0.25,358152,3147868,60,8320,8380,36401,40,25090
57166,65266,21849,0.00952101,0.001,35522954,1426006,12181,1227013,1239194,48914,11069,4016406
46187,781,41982,0.00163948,0.27,59198,8861628,127,18625,18752,39425,81,31051
31416,31011,14088,0.00182521,0.13,1778248,56798857,3154,61996,65150,76516,956,137527
26094,11484,43209,0.00182521,0.07,546972,34736264,8485,46928,55413,96047,2433,143931
102226,64341,11273,0.00491597,0.0005,32334201,362691,7996,984482,992478,10120,7780,2282682
129249,66803,5953,0.00008429,0.15,727790,59656462,13340,33018,46358,62787,784,43179
138756,92150,2193,0.00034241,0.27,4378237,54579993,1720,55775,57495,62037,1040,86507
123355,5859,13526,0.00296184,0.13,2140997,10304400,306,79657,79963,179412,169,203955
53856,28318,20410,0.00015297,0.07,233303,40459631,10294,34614,44908,31084,1539,41189
3712,6927,29965,0.00370564,0.13,95307,26986123,6157,5683,11840,16268,421,17945
140467,7457,3580,0.00082185,0.27,860870,7209031,170,11089,11259,46705,69,26845
29658,13200,25169,0.00015297,0.17,59889,56482074,2310,35322,37632,28430,667,25855
60567,40756,26601,0.00082282,0.05,2031142,54208257,15429,110324,125753,178256,5149,330095
81030,77505,13691,0.00002483,0.05,155941,53058717,14594,42930,57524,9565,12858,51303
64024,3783,14414,0.00031941,0.2,77376,10908429,182,10723,10905,14163,162,17424
36628,54430,39270,0.01084252,0.01,21616675,21375423,17307,1314669,1331976,199920,11287,4354441
53186,1287,8661,0.00860544,0.25,589116,2787289,54,10255,10309,44727,37,30428
34417,1747,45555,0.00182521,0.05,109755,3979659,201,18585,18786,16654,151,41599
61712,4078,13587,0.00082185,0.27,206835,14961461,246,12740,12986,47698,127,25132
9633,54419,3999,0.00018467,0.23,96810,50056127,10912,3083,13995,4361,1116,5103
17115,6034,26182,0.00952101,0.13,983418,20540809,1382,36690,38072,67057,318,135060
101444,16282,11489,0.00182521,0.01,3014850,1870724,1772,89134,90906,25286,829,226179
8385,43049,18200,0.00082185,0.07,296682,54846552,13438,16980,30418,15383,14137,39547
72860,65820,10732,0.00860544,0.03,41269493,21192706,14746,744925,759671,213040,3276,2363068
31373,18572,14582,0.00013363,0.17,77862,46040037,10266,7017,17283,22668,547,22416
55104,10152,26318,0.00078778,0.03,440706,8015772,2666,29525,32191,27268,1244,78504
105402,14956,1559,0.00056263,0.23,886957,5363109,249,5159,5408,18145,322,11942
140088,93435,867,0.00108175,0.23,14159292,18648147,822,46808,47630,43520,423,92330
41574,22345,48113,0.00160539,0.03,1491395,32252961,18278,118470,136748,138060,4959,405632
76811,62416,6628,0.00056263,0.03,2697433,12411807,4381,39751,44132,36319,1922,115218
40299,18926,19782,0.00082487,0.17,629160,63650958,14070,21550,35620,100335,1541,76176
131798,21787,10199,0.00015297,0.23,439258,51108506,1775,32713,34488,79621,902,53048
34601,31225,3279,0.00860544,0.25,9297808,25597661,987,45269,46256,55857,528,156713
14254,77754,5421,0.00034241,0.07,379503,29509723,7541,8653,16194,7524,10069,17669
26180,27785,16712,0.02533638,0.01,18430818,4643631,6059,455639,461698,63892,2020,1558644
113349,51649,8420,0.00296184,0.1,17340073,43493487,13920,447731,461651,276452,2156,966861
123944,36026,9723,0.00041097,0.17,1835078,59549860,13427,60475,73902,168050,1775,137830
47983,6395,5719,0.00019487,0.27,59806,9877368,208,4713,4921,5877,118,6874
113168,68505,1672,0.00019487,0.25,1510772,28650228,1178,6627,7805,26317,251,20307
120261,98763,13884,0.00013363,0.03,1587188,41137929,13767,78977,92744,64466,11944,200477
52223,73235,2648,0.00008429,0.2,322375,38790803,1982,4320,6302,10907,533,9453
19408,1386,21340,0.00108175,0.17,29119,5031535,107,4702,4809,5411,137,7749
60730,16223,16481,0.00002088,0.15,20571,40107448,1925,23220,25145,4023,1367,28176
65547,93438,2879,0.00952101,0.2,58312915,53812096,1996,259926,261922,253615,1376,870746
45527,5045,18417,0.00082282,0.15,188993,13937699,331,14039,14370,33180,1213,30945
128384,10670,12003,0.00370564,0.2,5076649,25618254,1210,191950,193160,268818,426,414415
46335,1695,23114,0.00082282,0.13,64656,5095780,163,10664,10827,12660,92,18903
16715,24577,48863,0.00082487,0.005,338888,6004768,6399,40007,46406,7005,6375,110107
91212,82354,19952,0.00078778,0.001,5917606,1643156,8447,276689,285136,9849,8411,751413
72968,14507,20982,0.00047003,0.005,497561,1522015,1929,28617,30546,3659,1901,75007
142586,4318,12859,0.00019487,0.23,119994,12772463,194,18603,18797,24670,729,32506
86838,9468,13748,0.00056263,0.17,462599,22130378,1258,27303,28561,78186,418,51681
26551,1524,12511,0.00163948,0.15,66361,2861140,73,4015,4088,7907,52,7948
129002,34588,16176,0.00019487,0.01,869514,5595155,3645,46965,50610,12933,3488,124016
79078,16351,11937,0.00056263,0.17,727491,33182887,1883,32763,34646,98633,431,58787
17421,3158,39206,0.02533638,0.15,1394308,18576760,1097,68101,69198,110472,399,278989
39883,47133,23406,0.00108175,0.001,2033552,1103223,5554,74286,79840,3267,5646,269512
5125,19189,15150,0.00082282,0.17,80930,49425962,10652,5490,16142,8380,1502,11097
25503,65751,31716,0.00860544,0.01,14430590,20854008,15618,673712,689330,114277,12473,2370058
123501,14829,9360,0.00018467,0.15,338220,20822730,1287,22228,23515,40837,283,37531
14103,73470,12195,0.00078778,0.01,816312,8960188,5661,22412,28073,11229,5703,65148
72801,50658,5087,0.00952101,0.1,35113312,25772572,1535,305298,306833,188873,487,925619
25286,837,36945,0.00370564,0.15,78459,4640342,104,10772,10876,25989,77,23001
50306,11135,2303,0.00370564,0.23,2075802,5899152,154,6687,6841,21197,149,25816
99042,21176,7991,0.00056263,0.27,1180030,45692118,1828,37234,39062,114766,643,65894
35836,24232,6056,0.00082185,0.03,713690,4402905,1758,9135,10893,9759,240,27855
133475,98824,8825,0.00013363,0.05,1762667,43609990,12158,62726,74884,67538,4187,144204
78555,9952,2893,0.00047003,0.23,367495,6622585,328,4552,4880,15269,331,9760
78366,10506,5314,0.00047003,0.3,387003,16751582,622,12158,12780,34916,1074,21571
120986,60571,3701,0.00015297,0.23,1121006,51573176,1908,32465,34373,56019,472,34830
133870,85107,6374,0.00108175,0.001,12324834,542527,4356,275225,279581,8386,4190,575152
15715,40226,9712,0.02533638,0.0005,16017199,195342,4237,212364,216601,3759,4168,805191
85870,64383,3022,0.00160539,0.01,8875600,1945748,2843,63006,65849,18973,436,163687
149508,3241,14350,0.00108175,0.13,524280,6047541,189,30752,30941,65324,110,70935
30363,73196,24908,0.00047003,0.005,1044622,9116093,9695,62144,71839,11843,9466,171142
15316,34330,5144,0.00018467,0.25,97106,44151213,1827,3166,4993,6855,920,4851
10091,10189,23876,0.00163948,0.03,168586,7298613,2346,11108,13454,9520,2416,27257
83522,10329,5803,0.00013363,0.25,115287,14986207,642,7778,8420,11870,309,12390
7300,20423,36760,0.00491597,0.05,733007,37538078,10156,49636,59792,39997,8875,162760
69353,12397,7520,0.00018467,0.13,158785,12120625,372,8986,9358,13791,393,10530
108337,9776,17332,0.00034241,0.23,362662,38973167,1667,38343,40010,112551,632,64162
146116,15989,8028,0.00013363,0.3,312211,38513493,1397,27881,29278,62497,418,36285
50986,17220,39483,0.01084252,0.005,9520181,3399679,5186,571466,576652,107916,2985,1939672
84940,4229,2206,0.01084252,0.17,3895117,1586119,47,17821,17868,30711,34,48996
35009,9682,18090,0.00041097,0.15,139309,26274117,1630,18428,20058,28340,382,27161
77302,26516,16055,0.02533638,0.005,51934008,2128684,11231,1309572,1320803,156279,1864,1631246
101265,5295,20628,0.00491597,0.03,2635980,3276876,872,112734,113606,97138,270,339073
75134,12373,2399,0.00056263,0.13,523066,3859369,184,4234,4418,11660,72,10097
29873,90549,11688,0.00082487,0.05,2231312,52919854,14805,68117,82922,59259,4045,178995
6396,82890,4941,0.00860544,0.17,4562864,69639056,16634,31349,47983,32162,15995,122889
90433,16613,12022,0.00031941,0.17,479903,33954848,2083,31790,33873,75134,1899,52390
65704,32754,5418,0.00041097,0.3,884460,53241882,2089,29828,31917,56699,679,30479
46498,92174,22576,0.00056263,0.01,2411438,20810150,13401,108724,122125,46109,12192,326058
67996,74079,25691,0.00082185,0.005,4139756,9515970,10883,193726,204609,45662,9242,622865
134117,56959,3187,0.00056263,0.17,4298113,30869237,1793,55633,57426,83940,365,103961
14088,40146,9306,0.00018467,0.05,104447,18680935,4955,6945,11900,4230,4987,11181
132622,40003,6124,0.00160539,0.001,8517214,245012,2448,175835,178283,3280,2514,375050
9428,79619,3270,0.01084252,0.17,8139530,44265384,11854,35959,47813,34246,1325,141460
47833,52281,11377,0.00047003,0.07,1175454,41636774,10739,42560,53299,57138,2164,100447
17759,43288,7453,0.00860544,0.05,6615729,16133031,5909,65941,71850,25215,5379,259192
108906,15711,17154,0.01084252,0.15,18552295,40427531,1894,844903,846797,676572,1371,2024098
14207,68075,5440,0.00019487,0.1,188471,37033719,8702,6835,15537,6235,8612,11087
75829,19839,6834,0.00047003,0.23,707123,31187796,1353,16901,18254,56670,283,33238
132886,46334,10865,0.00041097,0.13,2530438,65450372,15425,99769,115194,208418,2551,213491
58668,24638,17499,0.00015297,0.1,221120,43117639,10197,30209,40406,26881,9876,44458
45899,68790,21627,0.00018467,0.03,583089,44633018,14654,53557,68211,41914,13821,97592
110908,9919,2423,0.00034241,0.17,376693,4086753,88,4567,4655,12555,61,9649
1848,64745,16631,0.00056263,0.05,67333,53840833,15047,12493,27540,4246,14432,19803
88271,43157,2548,0.00860544,0.23,32782779,25300589,1063,183288,184351,182443,575,494181
110773,70145,9952,0.00013363,0.01,1038344,6981359,4524,34606,39130,10493,4162,92557
80589,17498,3604,0.00082487,0.1,1163260,6306695,524,10013,10537,25353,328,29122
60033,5445,19816,0.01084252,0.1,3544630,10791564,402,111165,111567,160081,303,379537
120839,50527,8780,0.00860544,0.07,52542048,31057297,2784,1393595,1396379,461181,2184,3114824
47657,37735,34926,0.02533638,0.05,45564267,65898346,26232,2443637,2469869,705458,6305,8334521
114591,3158,7411,0.00034241,0.2,123935,4682145,116,8646,8762,13073,118,15212
147238,54911,7528,0.00296184,0.005,23946767,2067108,6237,676385,682622,69058,1791,1307578
65896,58582,31178,0.00041097,0.01,1586481,18265074,11603,103810,115413,43071,10288,317329
27913,2456,40722,0.00082185,0.3,56347,30007520,1014,18590,19604,41676,286,28206
51879,20800,7173,0.00082487,0.17,890141,25365116,1497,18396,19893,47865,518,39058
82569,34669,1964,0.00160539,0.07,4595645,4767716,681,22599,23280,24767,424,55189
26689,24945,10348,0.00082282,0.13,547816,33558389,7775,10804,18579,33941,539,35540
69007,15791,15563,0.00047003,0.01,512212,2457758,1658,21593,23251,6432,1751,57888
126844,9195,7845,0.00860544,0.23,10037895,16593706,254,235619,235873,275244,161,539254
97040,37392,8669,0.00031941,0.13,1159001,42140629,10131,37409,47540,82931,1620,74126
35502,24051,4006,0.00370564,0.005,3164192,481860,1289,18176,19465,3600,1304,68167
99035,1713,8476,0.00370564,0.01,628689,145215,38,15490,15528,3000,30,39826
47609,17518,6995,0.00018467,0.15,154020,18381625,1154,9894,11048,10680,310,15336
15716,2209,30840,0.00491597,0.23,170693,15671446,232,12087,12319,49719,153,31245
90031,42915,12382,0.00860544,0.0005,33249145,265703,7983,938475,946458,18425,7889,2415754
92784,3657,10555,0.00491597,0.07,1668300,2702430,135,36429,36564,69169,85,110946
72808,7536,17654,0.00160539,0.01,880926,1330565,1176,33094,34270,11742,610,98161
49206,24341,33758,0.00082185,0.07,984397,57522333,14691,79051,93742,153299,4012,215862
48234,38463,11680,0.00491597,0.15,9120364,67391809,17831,167870,185701,185310,894,567868
29071,47644,32600,0.00019487,0.005,269912,7766110,8156,42208,50364,3136,8093,63568
70405,70789,18242,0.00491597,0.01,24501130,12913979,12807,754033,766840,173860,5661,2423968
15945,4543,23783,0.01084252,0.17,785460,18368965,1081,27496,28577,54377,1350,106741
108206,17348,17904,0.00001651,0.15,30993,46592178,10593,32045,42638,7177,1598,30245
149626,45170,4273,0.00056263,0.01,3802617,1930446,1885,59326,61211,15209,867,124990
47984,11376,32542,0.00018467,0.15,100812,55533733,2760,43254,46014,52002,729,46086
57185,54797,7778,0.00008429,0.05,264131,21313253,5855,18117,23972,8250,5508,28520
108780,87037,3489,0.00078778,0.005,7458617,1518731,2891,77276,80167,13113,2935,183227
42134,16316,15230,0.00078778,0.2,541575,49701570,11101,25530,36631,73870,1001,52831
108694,4562,8293,0.00182521,0.1,905216,3784246,146,19948,20094,48441,85,54430
73775,21308,10383,0.00108175,0.15,1700523,33188048,7942,37852,45794,116107,1135,105876
134344,70936,12491,0.00370564,0.03,35314202,26582231,15813,1552728,1568541,337141,4096,3174760
131168,42895,2656,0.00108175,0.07,6086553,7977656,1113,58246,59359,48953,1242,126187
37091,39964,23441,0.00160539,0.05,2379772,46842246,12489,98055,110544,122772,4469,326827
94025,48230,6778,0.00082185,0.17,3727057,55580602,2365,85333,87698,118636,1457,164722
64727,24398,9444,0.00041097,0.3,649017,69131561,2115,46482,48597,71921,1144,41937
55613,22163,18833,0.00015297,0.13,188550,54264914,12606,32687,45293,44369,975,44802
39133,73689,1855,0.00013363,0.23,385354,31451652,1374,3181,4555,7725,717,6501
121529,30410,5983,0.00370564,0.23,13695378,41849822,1687,267728,269415,285551,381,561753
61415,6437,15333,0.00860544,0.25,3402262,24677007,983,89064,90047,181503,283,283926
55830,57401,36756,0.00018467,0.01,591827,21098951,13280,74679,87959,20522,12989,174433
145427,2617,6079,0.00370564,0.25,1410590,3978226,71,24438,24509,94940,46,63564
127514,19452,15773,0.00001651,0.13,40953,39889860,9232,31441,40673,6940,9037,30612
54878,11686,33633,0.00019487,0.07,124976,27514033,6952,31880,38832,27021,1316,51036
21847,12959,27956,0.00160539,0.13,454553,47099860,16162,30363,46525,81903,1846,76321
102049,59862,757,0.00860544,0.3,52569961,13603705,337,102311,102648,105282,249,238673
122009,43256,15992,0.00056263,0.001,2969398,691785,3853,137736,141589,3010,3934,353844
7477,74246,8160,0.00056263,0.1,312379,60586863,13941,11437,25378,8585,15034,22849
3304,87024,2203,0.00370564,0.13,1065607,24929437,1744,5461,7205,3806,410,15866
31988,35124,7572,0.00082282,0.15,924518,39896408,8993,11563,20556,38450,529,41750
129561,4065,5094,0.00013363,0.2,70381,4141777,147,6645,6792,4661,67,9750
52997,59347,18456,0.00163948,0.005,5156583,5476661,6497,157879,164376,34037,5946,512186
91693,38945,5109,0.00001651,0.2,58958,39797735,2169,19202,21371,5127,1038,21956
39809,16387,8566,0.00182521,0.07,1190744,9826828,439,17921,18360,33282,1131,61166
22403,63795,26881,0.00082487,0.03,1178949,51448535,17421,57816,75237,57760,15345,212506
24576,25126,48683,0.00008429,0.05,52051,61162927,16533,46382,62915,23141,18050,61331
22084,19077,47798,0.00163948,0.005,690756,4559461,5027,53955,58982,11610,4671,192023
131957,57529,5698,0.00296184,0.15,22484692,49174524,2278,451091,453369,284663,1513,912849
63427,28680,20661,0.00082487,0.05,1500565,29629834,8476,64903,73379,107419,2882,190964
101773,66197,4228,0.00000464,0.25,31260,69978179,15479,4685,20164,3407,577,28617
104640,11798,5374,0.00082282,0.01,1015889,634117,118,14449,14567,3600,138,40014
139418,13043,14408,0.00108175,0.27,1967151,50741036,2076,92645,94721,285744,741,208857
48188,4012,28849,0.00108175,0.01,209165,1157612,1006,18997,20003,3651,854,46310
73266,19537,13652,0.00082185,0.23,1176437,61349870,2230,52874,55104,147765,1387,97754
126406,52269,6702,0.00047003,0.17,3105554,59560352,2471,79255,81726,145200,1797,155580
59911,37530,20157,0.00001651,0.07,37122,52955082,13144,35805,48949,4958,12121,45493
70938,6237,4544,0.00013363,0.23,59130,6519541,111,4125,4236,4115,72,6244
127148,16270,4320,0.00108175,0.2,2237850,14058140,615,26738,27353,77931,152,68895
105338,18403,7308,0.00002088,0.25,40477,33625627,1323,19112,20435,5371,453,20153
117448,25664,11411,0.00001651,0.23,49765,67357941,2403,38105,40508,10190,594,31805
8770,83468,22375,0.00952101,0.001,6969995,1867678,9577,209253,218830,10412,9317,816333
140433,42083,8565,0.00860544,0.13,50857044,46859173,2469,1424733,1427202,687641,1547,2999027
60333,88658,1913,0.00041097,0.27,2198308,45797142,1847,7878,9725,20852,374,26344
58182,38661,6290,0.00019487,0.15,438343,36481471,1736,22487,24223,31320,474,21228
108087,12610,3734,0.00041097,0.3,560157,14129721,247,9354,9601,35120,813,22541
